iso_3_code,countryname,who_region,year,vaccinecode,vaccine_description,schedulerounds,targetpop,targetpop_description,geoarea,ageadministered,sourcecomment
ERI,Eritrea,AFRO,2023,DTWPHIBHEPB,DTwP-Hib-HepB (Whole cell) vaccine,3.0,TRAVELLERS,General/routine,NATIONAL,W14,6 weeks - 11 months
ERI,Eritrea,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y9,Females 9 years - 14 years
ERI,Eritrea,AFRO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+M6,Females 9 years - 14 years
ERI,Eritrea,AFRO,2023,IPV,IPV (Inactivated polio vaccine),1.0,FEMALE,General/routine,NATIONAL,W14,14 weeks - 11 months
ERI,Eritrea,AFRO,2023,IPV,IPV (Inactivated polio vaccine),2.0,FEMALE,General/routine,NATIONAL,M9,14 weeks - 11 months
ERI,Eritrea,AFRO,2023,MEN_A_CONJ,Meningococcal A conjugate vaccine,1.0,FEMALE,General/routine,NATIONAL,M18,18 months -23 months
ERI,Eritrea,AFRO,2023,MR,MR (Measles and rubella) vaccine,1.0,FEMALE,General/routine,NATIONAL,M9,9 months - 18 months
ERI,Eritrea,AFRO,2023,MR,MR (Measles and rubella) vaccine,2.0,FEMALE,General/routine,NATIONAL,M18,9 months - 18 months
ERI,Eritrea,AFRO,2023,OPV,OPV (Oral polio vaccine),1.0,FEMALE,General/routine,NATIONAL,B,0-11 months
ERI,Eritrea,AFRO,2023,OPV,OPV (Oral polio vaccine),2.0,FEMALE,General/routine,NATIONAL,W6,0-11 months
ERI,Eritrea,AFRO,2023,OPV,OPV (Oral polio vaccine),3.0,FEMALE,General/routine,NATIONAL,W10,0-11 months
ERI,Eritrea,AFRO,2023,OPV,OPV (Oral polio vaccine),4.0,FEMALE,General/routine,NATIONAL,W14,0-11 months
ERI,Eritrea,AFRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,FEMALE,General/routine,NATIONAL,W6,6 weeks - 11 months
ERI,Eritrea,AFRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,FEMALE,General/routine,NATIONAL,W10,6 weeks - 11 months
ERI,Eritrea,AFRO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,FEMALE,General/routine,NATIONAL,W14,6 weeks - 11 months
ERI,Eritrea,AFRO,2023,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,1.0,FEMALE,General/routine,NATIONAL,W6,6 weeks - 11 months
ERI,Eritrea,AFRO,2023,ROTAVIRUS_1,RV-1 (Rotavirus 1-valent) vaccine,2.0,FEMALE,General/routine,NATIONAL,W10,6 weeks - 11 months
ERI,Eritrea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,1st contact,Females 14-45 years (women of child bearing age)
ERI,Eritrea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+M1,Females 14-45 years (women of child bearing age)
ERI,Eritrea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,ADULTS,Adults,NATIONAL,+M6,Females 14-45 years (women of child bearing age)
ERI,Eritrea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,ADULTS,Adults,NATIONAL,+Y1,Females 14-45 years (women of child bearing age)
ERI,Eritrea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,ADULTS,Adults,NATIONAL,+Y1,Females 14-45 years (women of child bearing age)
ERI,Eritrea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,General/routine,NATIONAL,>Y14,Females 14-45 years (women of child bearing age)
ERI,Eritrea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,General/routine,NATIONAL,+M1,Females 14-45 years (women of child bearing age)
ERI,Eritrea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,ADULTS,General/routine,NATIONAL,+M6,Females 14-45 years (women of child bearing age)
ERI,Eritrea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,ADULTS,General/routine,NATIONAL,+Y1,Females 14-45 years (women of child bearing age)
ERI,Eritrea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,ADULTS,General/routine,NATIONAL,+Y1,Females 14-45 years (women of child bearing age)
ERI,Eritrea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,PW,Pregnant women,NATIONAL,1st contact,"Td vaccine is administered to specific target groups, that is female adolescents, and adults (WCBA) including pregnant women on a routine basis. Most of the target groups receive and complete their Td vaccination at school and for those out school females they are welcomed and given vaccination at health facilities or during outreach visits to communities. Moreover pregnant women are vaccinated during antenatal visits if they had not started or completed their Td vaccination status early or before they get pregnant."
ERI,Eritrea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,PW,Pregnant women,NATIONAL,+M1,"Td vaccine is administered to specific target groups, that is female adolescents, and adults (WCBA) including pregnant women on a routine basis. Most of the target groups receive and complete their Td vaccination at school and for those out school females they are welcomed and given vaccination at health facilities or during outreach visits to communities. Moreover pregnant women are vaccinated during antenatal visits if they had not started or completed their Td vaccination status early or before they get pregnant."
ERI,Eritrea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,PW,Pregnant women,NATIONAL,+M6,"Td vaccine is administered to specific target groups, that is female adolescents, and adults (WCBA) including pregnant women on a routine basis. Most of the target groups receive and complete their Td vaccination at school and for those out school females they are welcomed and given vaccination at health facilities or during outreach visits to communities. Moreover pregnant women are vaccinated during antenatal visits if they had not started or completed their Td vaccination status early or before they get pregnant."
ERI,Eritrea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,PW,Pregnant women,NATIONAL,+Y1,"Td vaccine is administered to specific target groups, that is female adolescents, and adults (WCBA) including pregnant women on a routine basis. Most of the target groups receive and complete their Td vaccination at school and for those out school females they are welcomed and given vaccination at health facilities or during outreach visits to communities. Moreover pregnant women are vaccinated during antenatal visits if they had not started or completed their Td vaccination status early or before they get pregnant."
ERI,Eritrea,AFRO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,PW,Pregnant women,NATIONAL,+Y1,"Td vaccine is administered to specific target groups, that is female adolescents, and adults (WCBA) including pregnant women on a routine basis. Most of the target groups receive and complete their Td vaccination at school and for those out school females they are welcomed and given vaccination at health facilities or during outreach visits to communities. Moreover pregnant women are vaccinated during antenatal visits if they had not started or completed their Td vaccination status early or before they get pregnant."
ERI,Eritrea,AFRO,2023,VITAMINA,Vitamin A supplements,1.0,PW,General/routine,NATIONAL,M6,6 months-59 months
ERI,Eritrea,AFRO,2023,VITAMINA,Vitamin A supplements,2.0,PW,General/routine,NATIONAL,M12,6 months-59 months
ERI,Eritrea,AFRO,2023,VITAMINA,Vitamin A supplements,3.0,PW,General/routine,NATIONAL,M18,6 months-59 months
ERI,Eritrea,AFRO,2023,VITAMINA,Vitamin A supplements,4.0,PW,General/routine,NATIONAL,M24,6 months-59 months
ERI,Eritrea,AFRO,2023,VITAMINA,Vitamin A supplements,5.0,PW,General/routine,NATIONAL,M30,6 months-59 months
ERI,Eritrea,AFRO,2023,VITAMINA,Vitamin A supplements,6.0,PW,General/routine,NATIONAL,M36,6 months-59 months
ESP,Spain,EURO,2023,CHOLERA,Cholera vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,M36,Travellers
ESP,Spain,EURO,2023,DTAPHEPBIPV,DTaP-HepB-IPV (acellular) vaccine,4.0,B_CHILD_W,General/routine,SUBNATIONAL,Y6,Cohorts (prior to 2016) left from the old vaccination schedule (the current one is from 2016)
ESP,Spain,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,B_CHILD_W,General/routine,NATIONAL,M2,Cohorts (prior to 2016) left from the old vaccination schedule (the current one is from 2016)
ESP,Spain,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,B_CHILD_W,General/routine,NATIONAL,M4,Cohorts (prior to 2016) left from the old vaccination schedule (the current one is from 2016)
ESP,Spain,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,B_CHILD_W,General/routine,NATIONAL,M11,Cohorts (prior to 2016) left from the old vaccination schedule (the current one is from 2016)
ESP,Spain,EURO,2023,DTAPIPV,DTaP-IPV (acellular) vaccine,4.0,B_CHILD_W,General/routine,NATIONAL,Y6,Cohorts (prior to 2016) left from the old vaccination schedule (the current one is from 2016)
ESP,Spain,EURO,2023,HEPA_ADULT,Adult Hepatitis A vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Y6,Risk groups
ESP,Spain,EURO,2023,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,2.0,RISKGROUPS,General/routine,SUBNATIONAL,M24-Y6,"Subnationally in one region and two cities (Catalonia at 15 months and 6 years, Ceuta and Melilla at 15 months and 24 months)"
ESP,Spain,EURO,2023,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,RISKGROUPS,General/routine,SUBNATIONAL,M15,"Subnationally in one region and two cities (Catalonia at 15 months and 6 years, Ceuta and Melilla at 15 months and 24 months)"
ESP,Spain,EURO,2023,HEPA_PEDIATRIC,Pediatric Hepatitis A vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,M15,Risk groups (all Regions)
ESP,Spain,EURO,2023,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,HW,Health workers,NATIONAL,M15,Health and care workers
ESP,Spain,EURO,2023,HEPB_ADULT,Adult Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,M15,Risk groups
ESP,Spain,EURO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,B,Administered only for newborns of mothers with AgHBs+
ESP,Spain,EURO,2023,HIB,Hib (Haemophilus influenzae type B) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,B,Specific children who weren’t immunized in their childhood (migrants and other)
ESP,Spain,EURO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y12,"2, 4, 9 valent vaccines administered; females only at 12 yrs or 6th grade (regions that immunize at school) -since 2023 in males too-"
ESP,Spain,EURO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,+M6,"2, 4, 9 valent vaccines administered; females only at 12 yrs or 6th grade (regions that immunize at school) -since 2023 in males too-"
ESP,Spain,EURO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>Y26,Risk groups (all regions)
ESP,Spain,EURO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,>Y26,Risk groups (all regions)
ESP,Spain,EURO,2023,HPV2,HPV-2 (Human Papilloma Virus 2-valent) vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,>Y26,Risk groups (all regions)
ESP,Spain,EURO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y12,"2, 4, 9 valent vaccines administered; females only at 12 yrs or 6th grade (regions that immunize at school)"
ESP,Spain,EURO,2023,HPV4,HPV-4 (Human Papilloma Virus 4-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,+M6,"2, 4, 9 valent vaccines administered; females only at 12 yrs or 6th grade (regions that immunize at school)"
ESP,Spain,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,BOTH,HPV administered to females and males,NATIONAL,Y12,"2, 4, 9 valent vaccines administered; females only at 12 yrs or 6th grade (regions that immunize at school) -since 2023 in males too-"
ESP,Spain,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2.0,BOTH,HPV administered to females and males,NATIONAL,+M6,"2, 4, 9 valent vaccines administered; females only at 12 yrs or 6th grade (regions that immunize at school) -since 2023 in males too-"
ESP,Spain,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>Y26,Risk groups (all regions)
ESP,Spain,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1-M2,Risk groups (all regions)
ESP,Spain,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,3.0,RISKGROUPS,Risk group(s),NATIONAL,+M6,Risk groups (all regions)
ESP,Spain,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y65,Risk groups (all regions)
ESP,Spain,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,>=Y65,Health and care workers
ESP,Spain,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,>=Y65,Pregnant women
ESP,Spain,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>=Y65,"Adults with chronic conditions, residents living in long-term care facilities, other groups"
ESP,Spain,EURO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>=Y65,Children with chronic conditions
ESP,Spain,EURO,2023,IPV,IPV (Inactivated polio vaccine),1.0,TRAVELLERS,Travellers,NATIONAL,>=Y65,Travellers
ESP,Spain,EURO,2023,JE_INACTD,JE-Inact (Japanese Encephalitis inactivated) vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,>=Y65,Travellers
ESP,Spain,EURO,2023,MEN_ACYW_135CONJ,Meningococcal ACYW conjugate vaccine,3.0,TRAVELLERS,General/routine,NATIONAL,Y12,Travellers
ESP,Spain,EURO,2023,MEN_B,Meningococcal B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Y12,"Recommended to high-risk individuals: properdin or complement deficiency, multiple episodes of invasive meningococcal disease, specific laboratory personnel, or severe splenic dysfunction."
ESP,Spain,EURO,2023,MEN_C_CONJ,Meningococcal C conjugate vaccine,1.0,RISKGROUPS,General/routine,NATIONAL,M4,"Recommended to high-risk individuals: properdin or complement deficiency, multiple episodes of invasive meningococcal disease, specific laboratory personnel, or severe splenic dysfunction."
ESP,Spain,EURO,2023,MEN_C_CONJ,Meningococcal C conjugate vaccine,2.0,RISKGROUPS,General/routine,SUBNATIONAL,M12,"In 2 regions, MenACWY-135_conj is administered instead of the second dose of MenC_conj at M12"
ESP,Spain,EURO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,RISKGROUPS,General/routine,SUBNATIONAL,M12,Some regions administer MMRV instead of MMR and monovalent varicella
ESP,Spain,EURO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,RISKGROUPS,General/routine,SUBNATIONAL,Y3-Y4,Some regions administer MMRV instead of MMR and monovalent varicella
ESP,Spain,EURO,2023,MMRV,"MMRV (Measles, mumps, rubella and varicella) vaccine",1.0,RISKGROUPS,General/routine,SUBNATIONAL,M12-M15,Some regions administer MMRV instead of MMR and monovalent varicella
ESP,Spain,EURO,2023,MMRV,"MMRV (Measles, mumps, rubella and varicella) vaccine",2.0,RISKGROUPS,General/routine,SUBNATIONAL,Y3-Y4,Some regions administer MMRV instead of MMR and monovalent varicella
ESP,Spain,EURO,2023,MPOX,Mpox (monkeypox) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>Y18,Risk groups (all regions)
ESP,Spain,EURO,2023,MPOX,Mpox (monkeypox) vaccine,2.0,RISKGROUPS,Risk group(s),NATIONAL,+M1,Risk groups (all regions)
ESP,Spain,EURO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,1.0,RISKGROUPS,General/routine,NATIONAL,M2,Risk groups (all regions)
ESP,Spain,EURO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,2.0,RISKGROUPS,General/routine,NATIONAL,M4,Risk groups (all regions)
ESP,Spain,EURO,2023,PCV13,PCV-13 (Pneumococcal conjugate vaccine 13-valent) vaccine,3.0,RISKGROUPS,General/routine,NATIONAL,M11,Risk groups (all regions)
ESP,Spain,EURO,2023,PPV23,PPV-23 (Pneumococcal polysaccharide 23 valent) vaccine,1.0,ADULTS,Adults,NATIONAL,>Y64,Risk groups (all regions)
ESP,Spain,EURO,2023,RABIES,Rabies vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,>Y64,Travellers
ESP,Spain,EURO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>Y64,"Recommended in premature children: between 25-27 weeks (depending on the vaccine used) and 32 weeks of gestation, clinically stable and without contraindications"
ESP,Spain,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,>=Y65,"Recommended in premature children: between 25-27 weeks (depending on the vaccine used) and 32 weeks of gestation, clinically stable and without contraindications"
ESP,Spain,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,B_ADO_W,General/routine,NATIONAL,Y14,"Recommended in premature children: between 25-27 weeks (depending on the vaccine used) and 32 weeks of gestation, clinically stable and without contraindications"
ESP,Spain,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Y14,"Wound prophylaxis, adults without vaccination history"
ESP,Spain,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,HW,Health workers,NATIONAL,Y14,Certain healthcare workers
ESP,Spain,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,PW,Pregnant women,NATIONAL,Y14,Pregnant women
ESP,Spain,EURO,2023,TYPHOID_CONJ,Typhoid conjugate vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,Y14,Travellers
ESP,Spain,EURO,2023,TYPHOID_PS,Typhoid polysaccharide vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,Y14,Travellers
ESP,Spain,EURO,2023,VARICELLA,Varicella vaccine,1.0,TRAVELLERS,General/routine,SUBNATIONAL,M15,Some regions administer MMRV instead of MMR and monovalent varicella
ESP,Spain,EURO,2023,VARICELLA,Varicella vaccine,2.0,TRAVELLERS,General/routine,SUBNATIONAL,Y3-Y4,Some regions administer MMRV instead of MMR and monovalent varicella
ESP,Spain,EURO,2023,YF,YF (Yellow fever) vaccine,1.0,TRAVELLERS,Travellers,NATIONAL,Y3-Y4,Travellers
ESP,Spain,EURO,2023,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1.0,ADULTS,Adults,NATIONAL,Y65-Y80,65 years old; 2nd dose administered +6 months at lease
ESP,Spain,EURO,2023,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+M6,65 years old; 2nd dose administered +6 months at lease
ESP,Spain,EURO,2023,ZOSTER,Shingles (Herpes zoster for older adults) vaccine,1.0,RISKGROUPS,Risk group(s),SUBNATIONAL,>=Y60,For specific risk groups
EST,Estonia,EURO,2023,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,RISKGROUPS,General/routine,NATIONAL,D1-D5,For specific risk groups
EST,Estonia,EURO,2023,DT,"DT (Tetanus toxoid and diphtheria, children's dose) vaccine",1.0,RISKGROUPS,Risk group(s),NATIONAL,D1-D5,Children with contrindication to pertussis component
EST,Estonia,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,1.0,RISKGROUPS,General/routine,NATIONAL,M3,Children with contrindication to pertussis component
EST,Estonia,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,2.0,RISKGROUPS,General/routine,NATIONAL,M4.5,Children with contrindication to pertussis component
EST,Estonia,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,3.0,RISKGROUPS,General/routine,NATIONAL,M6,Children with contrindication to pertussis component
EST,Estonia,EURO,2023,DTAPHIBHEPBIPV,DTaP-Hib-HepB-IPV (acellular) vaccine,4.0,B_2YL_F,General/routine,NATIONAL,Y2,Children with contrindication to pertussis component
EST,Estonia,EURO,2023,DTAPIPV,DTaP-IPV (acellular) vaccine,5.0,B_CHILD_W,General/routine,NATIONAL,Y6-Y7,Children with contrindication to pertussis component
EST,Estonia,EURO,2023,HEPB_PEDIATRIC,Pediatric Hepatitis B vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,B,"Birth dose for risk group newborns (newborn of HIV-positive or untested mother), and vaccination for children with contraindication to pertussis component, children unvaccinated/partially vaccinated against HepB"
EST,Estonia,EURO,2023,HIB,Hib (Haemophilus influenzae type B) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,B,Children with contrindication to pertussis component
EST,Estonia,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,CATCHUP_C,Catch-up children,NATIONAL,B,females; catch-up for 2021-2023
EST,Estonia,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,2.0,FEMALE,HPV for females only,NATIONAL,Y12,females; catch-up for 2021-2023
EST,Estonia,EURO,2023,HPV9,HPV-9 (Human Papilloma Virus 9-valent) vaccine,1.0,FEMALE,HPV for females only,NATIONAL,Y12,females; catch-up for 2021-2023
EST,Estonia,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,ADULTS,Adults,NATIONAL,>Y18,and older persons >=65 years
EST,Estonia,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,HW,Health workers,NATIONAL,>Y18,Health and care workers
EST,Estonia,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,PW,Pregnant women,NATIONAL,>Y18,Pregnant women
EST,Estonia,EURO,2023,INFLUENZA_ADULT,Adult seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>Y18,"Adults with chronic conditions, residents living in long-term care facilities"
EST,Estonia,EURO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,General/routine,NATIONAL,>=M6,"Adults with chronic conditions, residents living in long-term care facilities"
EST,Estonia,EURO,2023,INFLUENZA_PEDIATRIC,Pediatric seasonal influenza vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,>=M6,Children with chronic conditions
EST,Estonia,EURO,2023,IPV,IPV (Inactivated polio vaccine),1.0,RISKGROUPS,Risk group(s),NATIONAL,M3,"Children with contraindication to pertussis component, and >7 years x3 doses if incomplete vaccination/unvaccinated"
EST,Estonia,EURO,2023,IPV,IPV (Inactivated polio vaccine),2.0,RISKGROUPS,Risk group(s),NATIONAL,M4.5,"Children with contraindication to pertussis component, and >7 years x3 doses if incomplete vaccination/unvaccinated"
EST,Estonia,EURO,2023,IPV,IPV (Inactivated polio vaccine),3.0,RISKGROUPS,Risk group(s),NATIONAL,M6,"Children with contraindication to pertussis component, and >7 years x3 doses if incomplete vaccination/unvaccinated"
EST,Estonia,EURO,2023,IPV,IPV (Inactivated polio vaccine),4.0,RISKGROUPS,Risk group(s),NATIONAL,Y2,"Children with contraindication to pertussis component, and >7 years x3 doses if incomplete vaccination/unvaccinated"
EST,Estonia,EURO,2023,IPV,IPV (Inactivated polio vaccine),5.0,RISKGROUPS,Risk group(s),NATIONAL,Y6-Y7,"Children with contraindication to pertussis component, and >7 years x3 doses if incomplete vaccination/unvaccinated"
EST,Estonia,EURO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,RISKGROUPS,General/routine,NATIONAL,Y1,"Children with contraindication to pertussis component, and >7 years x3 doses if incomplete vaccination/unvaccinated"
EST,Estonia,EURO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",2.0,RISKGROUPS,General/routine,NATIONAL,Y13,"Children with contraindication to pertussis component, and >7 years x3 doses if incomplete vaccination/unvaccinated"
EST,Estonia,EURO,2023,MMR,"MMR (Measles, mumps and rubella) vaccine",1.0,RISKGROUPS,Risk group(s),NATIONAL,Y13,Close contacts of measles cases
EST,Estonia,EURO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,1.0,RISKGROUPS,General/routine,NATIONAL,M2,Close contacts of measles cases
EST,Estonia,EURO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,2.0,RISKGROUPS,General/routine,NATIONAL,M3,Close contacts of measles cases
EST,Estonia,EURO,2023,ROTAVIRUS_5,RV-5 (Rotavirus 5-valent) vaccine,3.0,RISKGROUPS,General/routine,NATIONAL,M4.5,Close contacts of measles cases
EST,Estonia,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,ADULTS,Adults,NATIONAL,Y25,Close contacts of measles cases
EST,Estonia,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,2.0,ADULTS,Adults,NATIONAL,+Y10,Close contacts of measles cases
EST,Estonia,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,3.0,ADULTS,Adults,NATIONAL,+Y10,Close contacts of measles cases
EST,Estonia,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,4.0,ADULTS,Adults,NATIONAL,+Y10,Close contacts of measles cases
EST,Estonia,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,5.0,ADULTS,Adults,NATIONAL,+Y10,Close contacts of measles cases
EST,Estonia,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6.0,ADULTS,Adults,NATIONAL,+Y10,Close contacts of measles cases
EST,Estonia,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,6.0,B_ADO_W,General/routine,NATIONAL,Y15-Y16,Close contacts of measles cases
EST,Estonia,EURO,2023,TD_S,Td (Tetanus toxoid and diphtheria for older children and adults) vaccine,1.0,RISKGROUPS,Risk group(s),NATIONAL,Y15-Y16,"children >13 years with incomplete vaccination schedule, post-trauma vaccination"
EST,Estonia,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",1.0,ADULTS,Adults,NATIONAL,Y15-Y16,"children >13 years with incomplete vaccination schedule, post-trauma vaccination"
EST,Estonia,EURO,2023,TDAP_S,"Tdap (Tetanus, diphtheria for older children and adults and acellular pertussis) vaccine",6.0,B_ADO_W,General/routine,NATIONAL,Y15-Y16,"children >13 years with incomplete vaccination schedule, post-trauma vaccination"
ETH,Ethiopia,AFRO,2023,BCG,BCG (Baccille Calmette Guérin) vaccine,1.0,B_ADO_W,General/routine,NATIONAL,B,Live births
